9.879883842398966554e-01,1.201161576010335158e-02
9.819421860550540115e-01,1.805781394494601969e-02
8.949401824303826469e-01,1.050598175696173392e-01
9.599074528394792027e-01,4.009254716052082501e-02
8.373810749733714420e-01,1.626189250266285025e-01
9.920163977421462276e-01,7.983602257853805381e-03
9.774988101497419368e-01,2.250118985025807705e-02
9.828155124935920028e-01,1.718448750640798675e-02
9.520124733648497317e-01,4.798752663515029604e-02
9.779401271523441297e-01,2.205987284765591888e-02
9.519742064093433820e-01,4.802579359065661802e-02
9.730444166634655279e-01,2.695558333653450683e-02
9.539764207434402454e-01,4.602357925655979620e-02
9.862602684758574600e-01,1.373973152414255036e-02
9.913198946830498182e-01,8.680105316950206124e-03
9.785193435780465965e-01,2.148065642195338271e-02
9.369112416095058959e-01,6.308875839049413181e-02
9.646139318747357638e-01,3.538606812526419454e-02
9.888511176490804022e-01,1.114888235091963421e-02
9.689913918010929494e-01,3.100860819890705403e-02
9.330290438357867755e-01,6.697095616421321063e-02
9.460419439172369493e-01,5.395805608276310616e-02
9.733227588532268326e-01,2.667724114677321248e-02
9.547713567162195991e-01,4.522864328378044946e-02
9.839595623779905376e-01,1.604043762200944162e-02
9.700808798385527343e-01,2.991912016144723102e-02
9.890569793293427781e-01,1.094302067065725838e-02
9.823974778745293568e-01,1.760252212547062933e-02
9.465038206428424417e-01,5.349617935715752365e-02
9.374793346494773028e-01,6.252066535052272500e-02
9.920163977421462276e-01,7.983602257853805381e-03
9.784010273269795332e-01,2.159897267302047716e-02
9.714890559957588545e-01,2.851094400424114897e-02
9.911091450643927381e-01,8.890854935607307025e-03
9.736768785448592922e-01,2.632312145514075635e-02
9.688467679316025150e-01,3.115323206839749198e-02
9.916752287429669854e-01,8.324771257033057939e-03
9.742025430338151493e-01,2.579745696618487849e-02
9.737804820642603776e-01,2.621951793573959119e-02
9.694743502639495691e-01,3.052564973605045862e-02
9.695590556656037418e-01,3.044094433439624783e-02
9.893090910976711783e-01,1.069090890232887031e-02
9.871464370936308130e-01,1.285356290636918523e-02
9.915669084913091291e-01,8.433091508690818833e-03
